body,views,replies,title,time,date,id
"Assalamu Alaykum
Yes:
As many other's i would like to at the next opportunity, but there's a
lot to overcome, parents concerned, finding the partner, arranging the
marriage...
Age: 18
Gender: Would you believe me if i say
Female?(LOL)- just look at me info!!! Or has any one ever heard a
female called Umar-Farouk?
Reasons: The prophet (s) there would
be fitna if young people stay unmarried, especially when opportunities
come and aren't taken seriouly- Fitna is what we're seeing today!!! And
other obvious religious reasons- fulfulling half the dean.... But it's
a jihad to hold out b4 getting married when the time comes, so insha
Allah if that, i'll just keep on striving in me jihad till the time
comes.
Some people mentioned they are too young to look after
their partners- The partner also looks after you too. And some people
say i'm not yet responsible- With the marriage comes the
responsibility. No one will ever be responsible enough if they never
take up responsible positions, i think.
The prophet's marriages
were just amazing. His first wife was 15 years older than him!!! Him a
guy from a noble background, and an Arab at that time when no Islam,
when Men mistreated women and so on... yet he scapped convention, got
married to Khadija who had 3 previous husbands (the arabs at that time
really looked down on widowed or divorced women). Result= Ideal
marriage!!!
As for me, insha Allah i will always be ready to
fight conventions for islamic reasons. Besides, alhamdulillah my
parents are very well off to help me out very well if i were to get
married. And i'll do anything to get my marriage on track as soon as i
find a suitable partner, even if its resettling from me home country.
Ma'assalam",1261,38,Get Married Now?,11:58:00,2/21/05,112
"Assalamu alaykum,
May Allah compensate you with what is better, protect you and all other muslims from future events like this. Ameen.
From
where i come from, people get robbed by fellas with guns. Yours seems
to be a theft to me, since the thieves sneaked in and stole the things.
Ma'assalam",616,20,Ewwwwww We Got Robbed,12:03:00,2/21/05,113
"Assalamu Alaykum
Rahim, great stuff you put up there, it really cheered me up. But hey Milan better watch out for Liverpool, aight.
Let me choose my funniest joke out of your bunch...
""What makes this game so delightful is that when both teams get the ball they are attacking their opponents goal.""
(JIMMY HILL)
The guys making these comments got me <img src=""all%20posts%20by%20FAROUK1986%20-%20page7_files/laugh.gif"" style=""vertical-align: middle;"" border=""0"" alt=""laugh.gif"" emoid="":lol:"" /",9619,497,Football,12:18:00,2/21/05,114
"<!--QuoteBegin-Crystal Eyes+Feb 20 2005, 07:25 PM--",1261,38,Get Married Now?,12:19:00,2/21/05,115
"Assalamu alaykum
Crystal eye's, please don't get cross when you read me post? PLease please please...
Ma'assalam",1261,38,Get Married Now?,12:28:00,2/21/05,116
"<!--QuoteBegin-Student+Feb 21 2005, 11:10 AM--",512,9,A Muslim Who Cant Stop Drinking,16:17:00,2/21/05,117
"Assalamu alaykum,
May Allah help yoou through. Ameen
What
you need i think is someone to talk to. Is there an islamic center
nearby you could go to? there could be people there you can talk to.
If
you can't find someone to talk to, come over to IF. Insha Allah i'll be
able to find someone that will talk with you insha Allah (i cant see
your gender sign, so i'll find you a female if your female, a male if
your male). 
Ma'assalam",1218,40,I Think The Devils Gotten Into Me,16:20:00,2/21/05,118
"Assalamu Alaykum
May Allah help you through what your going. Ameen
Your
auntie's sister, isn't she also your auntie? please clarify. If she's
your auntie, then i don't think marriage btwn you and her is
permissible due to the blood relation.
If she is not your mahrem
, and it is permissible to marry her, then i don't think ther's nothing
wrong with that. Remember our beloved prophet (s) was married to his
first wife, Khadija while she was 15 years older than him!!!
Unfortunately
though, if someone else has prposed to her, then you can't propose as
the prophet (s) forbade that, unless you get permission from the person
who proposed first. If she is no more engaged then you can propose
islamically via a walee. Explain to your parents that your marriage to
her is accepted in Islam and so on.
Hope this helps. Tell us more so we can help you further insha Allah
Ma'assalam",559,16,Help Me,16:42:00,2/21/05,119
"<!--QuoteBegin-Batoota+Feb 21 2005, 02:04 PM--",559,16,Help Me,16:59:00,2/21/05,120
"Assalamu Alaykum,
Interesting
discussion about egypt. If anyI visited Egypt roughly 2 years ago. It
was a lovely trip! advice for anyone visiting egypt, don't use the
local camels to go the pyramid!!! Can you imagine, they priced the trip
to the pyramid at about 500 Egyptian pounds- long tour, 350 medium tour
and about 200 short tour. They even said out of 'kindness' they will
take us on a medium tour for the price of short.
The funny thing
is, from the location we set off with the camels, we could see the
pyramid, but they took we went on camel and horse back into the desert,
then back near the set off location to the pyramids. Of course they
knew we will be tired and thirsty on the way, so they took care of that
by making us buy Turbans and cold drinks on the way. It's not like we
had a choice!!! it was blazing hot and from nowhere, one will be handed
a chilling coke bottle.
Then by the time we arrived to the
pyramids, the sphinx, they knew we will be too exhausted and hence they
will not need to give us a tour kind of talk!!! We spent hours to the
pyramid, then like magic on the way back, we were back in the location
we set off in just a few minutes!
B4 all that, our tour guide
took us to a so called museum, 'The papyrus..' something. We went in,
and they allowed us to go in for 'free' as they said. I was surprised
how small the museum was, with no mummies or anything like that, but
full of papyrus portraits. they even offered us 'free drinks' and gave
us a short history about the 'museum and papyru'. Then they went
straight to business and said, now which papyrus portraits are you
buying. It was a shop not a museum after all!!! we were expected to buy
atleast something for their 'hospitality'. 
Then our tour guide
said he would take us to the 'Grand Bazaar'. He took us to a local
corner shop, and we only realised how fixed the prices were when we
later went to a market.
What about the great stuff in Egypt???
Hmm, Sheraton Cairo we lodged in was great!!! The food, espcially the
breakfast and the morrocan restaurant.
The malls were not bad,
considering we were in Africa!!!Ice skating and the nile cruise were
great. Visit to Al-Azhar was great too.
Actually we went to
Egypt bcos i planned to go to school there. I badly wanted to learn
arabic (and still badly want to learn it) so i decided to school in
Egypt. I went over to American University cairo, but didn't want to
stay there. I went to Al-azhar see if i can get to study arabic for a
year, then buzz off. We got to meet the Big Sheikh of al-azhar, and he
said i could come on scholarship. We met a guy who was suppose to
assist me back in me homecountry, nut when we went back he was never
there!!! so the arrangements looked dodgy, and now here i am, in a
pre-university course- The International Baccaulareate (IB). I don't
plan to go to study in egypt anymore, but insha Allah i plan to study
arabic by the side to whichever university i go.
Hope you enjoyed the story of me trip to Egypt!!! <img src=""all%20posts%20by%20FAROUK1986%20-%20page7_files/biggrin.gif"" style=""vertical-align: middle;"" border=""0"" alt=""biggrin.gif"" emoid="":D"" /",9147,73,"  <a href=""http://www.gawaher.com/index.php?showtopic=1306&amp;hl=""",19:20:00,2/21/05,121
"Assalamu Alaykum
^^^Great quote brother. i don't think i ever heard that. 
Jazakallahu bikhair.
Ma'assalam",846,21,Remembering What You Have Memorised,19:46:00,2/21/05,122
"Assalamu Alaykum,
You guys made me laugh , the way you were concerned about watching football. <img src=""all%20posts%20by%20FAROUK1986%20-%20page7_files/laugh.gif"" style=""vertical-align: middle;"" border=""0"" alt=""laugh.gif"" emoid="":lol:"" /",9619,497,Football,19:59:00,2/21/05,123
"<!--QuoteBegin-Rahim+Feb 21 2005, 08:14 PM--",9619,497,Football,20:46:00,2/21/05,124
"Assalamu Alaykum
Allahu
Akbar. Wonderful story. Indeed Islam is full of such stories. May Allah
reward the sister and others taht helped in showing the revert the way
and straight path. 
The prophet (s) showed so many people the
way and straight path just by his actions and good character. This is
what the sister who picked up the papers did, show good character.
Actions speak more than words.
Ma'assalam",3809,35,Super Model Reverts To Islam!,20:55:00,2/24/05,125
"Assalamu Alaykum
Hello guys!!! I hope you didn't miss me too much (i bet crystal eyez did).
What was the score, Liverpool- Leveurkusen? Can somebody please shout it out from where they are?  <img src=""all%20posts%20by%20FAROUK1986%20-%20page7_files/laugh.gif"" style=""vertical-align: middle;"" border=""0"" alt=""laugh.gif"" emoid="":lol:"" /",9619,497,Football,21:27:00,2/24/05,126
"Assalamu Alaykum
Forum
getting boring...I think its to do with expectations people have for
the forum and how may or not, find out later how the forum really is.
For me i expected to find friends which hasn't really been that
succesful. Nevertheless i still enjoy visiting the forum. What makes it
boaring for me is not being able to post, as sometimes my internet
connection is a bit messed up. But i think there is so much to do in
the forum. Like for me there are so many other sections i would want to
read, post and participate in, but no time. The early pahses for
newbies i think involves; sticking to IF a lot at beginning and
sacrificing time not usually spent online in IF, but later on members
get less carried away and try to do things as they used to on normal
daily basis.
Ma'assalam",277,4,Gets Boring Huh,16:05:00,2/25/05,127
